study_id,phs,title,s3_file_id,file_name,file_structure,s3_file_path,file_category_id
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15301,rad_018_778-01_EFIRMANALYTICALPERFORMANCEMETRIC_EFIRM_RNA_META_origcopy_v1.json,phs002544/15301/rad_018_778-01_EFIRMANALYTICALPERFORMANCEMETRIC_EFIRM_RNA_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_EFIRMANALYTICALPERFORMANCEMETRIC_EFIRM_RNA_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15305,rad_018_778-01_EFIRMCLINICALPERFORMANCEMETRICS_Antigen_META_origcopy_v1.json,phs002544/15305/rad_018_778-01_EFIRMCLINICALPERFORMANCEMETRICS_Antigen_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_EFIRMCLINICALPERFORMANCEMETRICS_Antigen_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15310,rad_018_778-01_EFIRMCLINICALPERFORMANCEMETRICS_EFIRM_RNA_META_origcopy_v1.json,phs002544/15310/rad_018_778-01_EFIRMCLINICALPERFORMANCEMETRICS_EFIRM_RNA_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_EFIRMCLINICALPERFORMANCEMETRICS_EFIRM_RNA_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15530,rad_018_778-01_VQA_SERS_META_origcopy_v1.json,phs002544/15530/rad_018_778-01_VQA_SERS_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_VQA_SERS_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15525,rad_018_778-01_VQA_EFIRM_RNA_META_origcopy_v1.json,phs002544/15525/rad_018_778-01_VQA_EFIRM_RNA_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_VQA_EFIRM_RNA_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15520,rad_018_778-01_VQA_Antigen_META_origcopy_v1.json,phs002544/15520/rad_018_778-01_VQA_Antigen_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_VQA_Antigen_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15515,rad_018_778-01_SERS_TECHNOLOGYDESCRIPTION_META_origcopy_v1.json,phs002544/15515/rad_018_778-01_SERS_TECHNOLOGYDESCRIPTION_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_SERS_TECHNOLOGYDESCRIPTION_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15510,rad_018_778-01_SERS_SPIKEDSAMPLESRESULTS_META_origcopy_v1.json,phs002544/15510/rad_018_778-01_SERS_SPIKEDSAMPLESRESULTS_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_SERS_SPIKEDSAMPLESRESULTS_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15505,rad_018_778-01_SERS_SPIKEDSAMPLE_META_origcopy_v1.json,phs002544/15505/rad_018_778-01_SERS_SPIKEDSAMPLE_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_SERS_SPIKEDSAMPLE_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15496,rad_018_778-01_SERS_CLINICALSAMPLES_META_origcopy_v1.json,phs002544/15496/rad_018_778-01_SERS_CLINICALSAMPLES_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_SERS_CLINICALSAMPLES_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15484,rad_018_778-01_SERS_CLINICALSAMPLERESULTS_META_origcopy_v1.json,phs002544/15484/rad_018_778-01_SERS_CLINICALSAMPLERESULTS_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_SERS_CLINICALSAMPLERESULTS_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15469,rad_018_778-01_SERS_CLINICALPERFORMANCEMETRICS_META_origcopy_v1.json,phs002544/15469/rad_018_778-01_SERS_CLINICALPERFORMANCEMETRICS_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_SERS_CLINICALPERFORMANCEMETRICS_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15460,rad_018_778-01_SERS_ANALYTICALPERFORMANCEMETRICS_META_origcopy_v1.json,phs002544/15460/rad_018_778-01_SERS_ANALYTICALPERFORMANCEMETRICS_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_SERS_ANALYTICALPERFORMANCEMETRICS_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15453,rad_018_778-01_NAB_TECHNOLOGYDESCRIPTION_META_origcopy_v1.json,phs002544/15453/rad_018_778-01_NAB_TECHNOLOGYDESCRIPTION_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_NAB_TECHNOLOGYDESCRIPTION_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15448,rad_018_778-01_NAB_SPIKEDSAMPLERESULTS_META_origcopy_v1.json,phs002544/15448/rad_018_778-01_NAB_SPIKEDSAMPLERESULTS_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_NAB_SPIKEDSAMPLERESULTS_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15443,rad_018_778-01_NAB_SPIKEDSAMPLE_META_origcopy_v1.json,phs002544/15443/rad_018_778-01_NAB_SPIKEDSAMPLE_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_NAB_SPIKEDSAMPLE_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15435,rad_018_778-01_NAB_CLINICALSAMPLERESULTS_META_origcopy_v1.json,phs002544/15435/rad_018_778-01_NAB_CLINICALSAMPLERESULTS_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_NAB_CLINICALSAMPLERESULTS_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15427,rad_018_778-01_NAB_CLINICALSAMPLE_META_transformcopy_v1.json,phs002544/15427/rad_018_778-01_NAB_CLINICALSAMPLE_META_transformcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_NAB_CLINICALSAMPLE_META_transformcopy_v1.json,Metadata - Harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15425,rad_018_778-01_NAB_CLINICALSAMPLE_META_origcopy_v1.json,phs002544/15425/rad_018_778-01_NAB_CLINICALSAMPLE_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_NAB_CLINICALSAMPLE_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15415,rad_018_778-01_NAB_CLINICALPERFORMANCEMETRICS_META_origcopy_v1.json,phs002544/15415/rad_018_778-01_NAB_CLINICALPERFORMANCEMETRICS_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_NAB_CLINICALPERFORMANCEMETRICS_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15411,rad_018_778-01_NAB_ANALYTICALPERFORMANCEMETRICS_META_origcopy_v1.json,phs002544/15411/rad_018_778-01_NAB_ANALYTICALPERFORMANCEMETRICS_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_NAB_ANALYTICALPERFORMANCEMETRICS_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15405,rad_018_778-01_EFIRMTECHNOLOGYDESCRIPTION_EFIRM_RNA_META_origcopy_v1.json,phs002544/15405/rad_018_778-01_EFIRMTECHNOLOGYDESCRIPTION_EFIRM_RNA_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_EFIRMTECHNOLOGYDESCRIPTION_EFIRM_RNA_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15398,rad_018_778-01_EFIRMTECHNOLOGYDESCRIPTION_Antigen_META_origcopy_v1.json,phs002544/15398/rad_018_778-01_EFIRMTECHNOLOGYDESCRIPTION_Antigen_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_EFIRMTECHNOLOGYDESCRIPTION_Antigen_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15389,rad_018_778-01_EFIRMSPIKEDSAMPLERESULTS_EFIRM_RNA_META_origcopy_v1.json,phs002544/15389/rad_018_778-01_EFIRMSPIKEDSAMPLERESULTS_EFIRM_RNA_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_EFIRMSPIKEDSAMPLERESULTS_EFIRM_RNA_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15381,rad_018_778-01_EFIRMSPIKEDSAMPLERESULTS_Antigen_META_origcopy_v1.json,phs002544/15381/rad_018_778-01_EFIRMSPIKEDSAMPLERESULTS_Antigen_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_EFIRMSPIKEDSAMPLERESULTS_Antigen_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15372,rad_018_778-01_EFIRMSPIKEDSAMPLE_EFIRM_RNA_META_origcopy_v1.json,phs002544/15372/rad_018_778-01_EFIRMSPIKEDSAMPLE_EFIRM_RNA_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_EFIRMSPIKEDSAMPLE_EFIRM_RNA_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15363,rad_018_778-01_EFIRMSPIKEDSAMPLE_Antigen_META_origcopy_v1.json,phs002544/15363/rad_018_778-01_EFIRMSPIKEDSAMPLE_Antigen_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_EFIRMSPIKEDSAMPLE_Antigen_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15354,rad_018_778-01_EFIRMCLINICALSAMPLERESULTS_EFIRM_RNA_META_origcopy_v1.json,phs002544/15354/rad_018_778-01_EFIRMCLINICALSAMPLERESULTS_EFIRM_RNA_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_EFIRMCLINICALSAMPLERESULTS_EFIRM_RNA_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15340,rad_018_778-01_EFIRMCLINICALSAMPLERESULTS_Antigen_META_origcopy_v1.json,phs002544/15340/rad_018_778-01_EFIRMCLINICALSAMPLERESULTS_Antigen_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_EFIRMCLINICALSAMPLERESULTS_Antigen_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15331,rad_018_778-01_EFIRMCLINICALSAMPLE_EFIRM_RNA_META_transformcopy_v1.json,phs002544/15331/rad_018_778-01_EFIRMCLINICALSAMPLE_EFIRM_RNA_META_transformcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_EFIRMCLINICALSAMPLE_EFIRM_RNA_META_transformcopy_v1.json,Metadata - Harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15329,rad_018_778-01_EFIRMCLINICALSAMPLE_EFIRM_RNA_META_origcopy_v1.json,phs002544/15329/rad_018_778-01_EFIRMCLINICALSAMPLE_EFIRM_RNA_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_EFIRMCLINICALSAMPLE_EFIRM_RNA_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15321,rad_018_778-01_EFIRMCLINICALSAMPLE_Antigen_META_transformcopy_v1.json,phs002544/15321/rad_018_778-01_EFIRMCLINICALSAMPLE_Antigen_META_transformcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_EFIRMCLINICALSAMPLE_Antigen_META_transformcopy_v1.json,Metadata - Harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15319,rad_018_778-01_EFIRMCLINICALSAMPLE_Antigen_META_origcopy_v1.json,phs002544/15319/rad_018_778-01_EFIRMCLINICALSAMPLE_Antigen_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_EFIRMCLINICALSAMPLE_Antigen_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15248,rad_018_778-01_Ab_EFIRM_ANALYTICALPERFORMANCEMETRIC_META_origcopy_v1.json,phs002544/15248/rad_018_778-01_Ab_EFIRM_ANALYTICALPERFORMANCEMETRIC_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_Ab_EFIRM_ANALYTICALPERFORMANCEMETRIC_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15254,rad_018_778-01_Ab_EFIRM_CLINICALPERFORMANCEMETRICS_META_origcopy_v1.json,phs002544/15254/rad_018_778-01_Ab_EFIRM_CLINICALPERFORMANCEMETRICS_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_Ab_EFIRM_CLINICALPERFORMANCEMETRICS_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15263,rad_018_778-01_Ab_EFIRM_CLINICALSAMPLE_META_origcopy_v1.json,phs002544/15263/rad_018_778-01_Ab_EFIRM_CLINICALSAMPLE_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_Ab_EFIRM_CLINICALSAMPLE_META_origcopy_v1.json,Metadata - Non-harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15265,rad_018_778-01_Ab_EFIRM_CLINICALSAMPLE_META_transformcopy_v1.json,phs002544/15265/rad_018_778-01_Ab_EFIRM_CLINICALSAMPLE_META_transformcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_Ab_EFIRM_CLINICALSAMPLE_META_transformcopy_v1.json,Metadata - Harmonized
41,phs002544,AFS/SERS Saliva-Based SARS-CoV-2 Earliest Infection and Antibodies Detection,15274,rad_018_778-01_Ab_EFIRM_CLINICALSAMPLERESULTS_META_origcopy_v1.json,phs002544/15274/rad_018_778-01_Ab_EFIRM_CLINICALSAMPLERESULTS_META_origcopy_v1.json,covid-radx-default/cad6e5ec-4634-11ec-829e-9e4df42bafff/rad_018_778-01_Ab_EFIRM_CLINICALSAMPLERESULTS_META_origcopy_v1.json,Metadata - Non-harmonized
